,dir/5WEKPBBWFKF47XDYW5QBC36KFVBYJFE5.pdf,dir/IM4NOHWT2KSDC4FBCAXQW722XG3AZCNP.pdf,dir/CS4O7BCLPRK6J5MKIK7BPBFC2UURCM7X.pdf,dir/HGJIJLL3ZVEO2ISTFZSKH53BIC2K3UYX.pdf,dir/BNAB3PKSEPVY6LVEMD6PZQXWXMDDTQ7U.pdf,dir/KAI53AEUTC4X3GRV6WZDEZUWVEYPTPPU.pdf,dir/6RWOLVNDX4CTI4PAGDGMWC3FFBTVW3TK.pdf,dir/LFGBSD5XRLBIZCRBVWTKQPP2JEVRWRRS.pdf,dir/EKWVDOMQ3BRDHPPTHV47A37AY2NUS7XK.pdf,dir/6A2V6MYYSW4C6QUKXJX7BEGNPYKZGV6O.pdf
jobyear,[],[],[],"['2369', '2379']",[],[],[],[],[],[]
cover,[],[],[],['2382'],[],[],[],[],[],[]
fouryear,[],[],[],['2383'],[],[],[],[],[],[]
calvin,[],[],[],"['2391', '2418']",[],[],[],[],[],[]
rural,[],[],[],"['2392', '2396', '2419', '2423', '2438', '2454']",[],[],[],[],[],[]
an,[],[],[],"['2394', '2421']","['334', '336', '1174', '1193', '1231', '1731', '3303', '3911', '3958', '4085', '4206', '4515', '4755']",[],[],[],[],['152']
perspect,[],[],[],"['2398', '2425']",[],[],[],[],[],[]
besser,[],[],[],['2399'],[],[],[],[],[],[]
terri,[],[],[],['2400'],[],[],[],[],[],[]
m,[],[],[],"['2401', '2444']",[],[],"['24', '45', '383', '483']",[],[],[]
hanson,[],[],[],['2402'],[],[],[],[],[],[]
resort,[],[],[],['2406'],[],[],[],[],[],[]
wwwrealcostofprisonsorgmaterialstttpaperpdf,[],[],[],['2416'],[],[],[],[],[],[]
farrigan,[],[],[],['2426'],[],[],[],[],[],[]
tracey,[],[],[],['2427'],[],[],[],[],[],[]
glasmeier,[],[],[],['2429'],[],[],[],[],[],[]
boom,[],[],[],['2435'],[],[],[],[],[],[]
persist,[],[],[],['2436'],"['2846', '2899']",[],[],[],[],[]
poor,[],[],[],['2437'],[],[],[],[],[],"['659', '1674']"
wwwpovertyinamericapsueduproductspublicationsprisondevelopmentprisondevelopmentpdf,[],[],[],['2441'],[],[],[],[],[],[]
king,[],[],[],['2442'],[],[],[],[],[],[]
ryan,[],[],[],['2443'],[],[],[],[],[],['13']
mauer,[],[],[],['2445'],[],[],[],[],[],[]
hule,[],[],[],['2447'],[],[],[],[],[],[]
big,[],[],[],['2448'],[],[],[],[],[],[]
america,[],[],[],['2455'],"['21', '3481']",[],[],[],[],[]
sentenc,[],[],[],['2457'],[],[],[],[],[],[]
thumb,[],[],[],['2485'],[],[],[],[],[],[]
broadli,[],[],[],['2507'],[],[],[],[],[],[]
support,[],[],[],['2513'],"['555', '799', '956', '1973', '2326', '3504', '5874']",[],[],[],[],['1498']
credibl,[],[],[],['2514'],[],[],[],[],[],[]
ocaho,[],[],[],[],"['0', '27', '154', '275', '384', '468', '719', '1021', '1342', '1537', '1543', '1566', '1568', '1597', '1605', '1622', '1624', '1631', '1638', '1647', '1654', '1670', '1690', '1701', '1710', '1720', '1741', '1777', '1814', '1856', '1877', '1897', '1902', '1956', '1966', '2016', '2035', '2042', '2195', '2219', '2237', '2242', '2387', '2553', '2564', '2887', '3214', '3506', '3801', '4124', '4439', '4617', '4749', '5062', '5332', '5703', '5990', '6057', '6071', '6080', '6087', '6093', '6152', '6254', '6529', '6823']",[],[],[],[],[]
justic,[],[],[],[],"['5', '2920']",[],[],[],[],['39']
immigr,[],[],[],[],"['9', '92', '225']",[],[],[],[],[]
review,[],[],[],[],['10'],"['863', '979']",[],"['228', '264']",['502'],[]
chief,[],[],[],[],"['14', '464', '4621']",[],[],[],[],[]
hear,[],[],[],[],"['16', '453', '466', '1997', '4623', '5984', '6489', '6753', '6839', '6852', '6862', '6867', '6869']",['933'],[],[],[],[]
complain,[],[],[],[],"['22', '55', '62', '69', '82', '110', '135', '143', '166', '184', '199', '209', '229', '268', '295', '316', '330', '345', '352', '376', '380', '459', '502', '521', '654', '668', '700', '724', '746', '760', '769', '789', '821', '837', '847', '862', '952', '979', '988', '1012', '1028', '1048', '1055', '1110', '1236', '1253', '1256', '1269', '1289', '1298', '1357', '1362', '1368', '1379', '1402', '1412', '1425', '1431', '1435', '1446', '1451', '1490', '1612', '1676', '1727', '1824', '2054', '2173', '2258', '2264', '2308', '2311', '2577', '2587', '2679', '2688', '2758', '2779', '2793', '2811', '2832', '2850', '2865', '2911', '3039', '3131', '3425', '3512', '3520', '3627', '3668', '3785', '3806', '3834', '3854', '3889', '4020', '4028', '4044', '4132', '4464', '4471', '4486', '4543', '4703', '4710', '4724', '4785', '4863', '4870', '5689', '5712', '5730', '5747', '5756', '5825', '5842', '5846', '5860', '5871', '5881', '6158', '6173', '6191', '6213', '6250', '6261', '6274', '6284', '6287', '6298', '6313', '6320', '6329', '6340', '6378', '6385', '6445', '6481', '6497', '6514', '6573', '6586', '6601', '6605', '6620', '6653', '6659', '6680', '6701', '6712', '6717']",[],[],[],[],[]
usc,[],[],[],[],"['23', '496', '538', '3661', '3685', '3706', '3822', '3880', '3905', '3921', '3936', '4079', '4098', '4115', '4234', '4378', '4397', '4417', '4509', '4525', '4638', '4748', '4768', '5769', '5788', '6001', '6015', '6129']",[],[],[],[],['750']
proceed,[],[],[],[],"['25', '553', '1466', '1487', '1504', '1567', '1686', '1898', '2708', '6639', '6891']",['735'],[],[],[],[]
v,[],[],[],[],"['26', '1601', '1635', '1643', '1653', '1665', '1694', '1706', '1716', '1748', '1797', '1811', '1831', '1886', '2039', '2116', '2132', '2142', '2215', '2343', '2458', '2495', '2507', '2514', '2526', '2534', '2944', '2993', '3074', '3101', '3233', '3261', '3334', '3478', '3553', '3563', '3572', '3599', '3743', '4241', '4385', '4404', '4424', '4612', '4645', '4718', '4723', '4862', '4911', '4919', '4961', '4968', '5069', '5082', '5171', '5190', '5243', '5326', '6069', '6075', '6084', '6210', '6249', '6674']",[],"['78', '137', '141', '213', '452', '528']",[],"['307', '624', '790']","['9', '79', '713', '781', '849', '867', '907', '917', '932', '983', '1004', '1014', '1042', '1097', '1154', '1197', '1216', '1234', '1257', '1456', '1628', '1767']"
spring,[],[],[],[],"['31', '85', '89', '128', '149', '177', '204', '237', '266', '386', '396', '409', '415', '449', '476', '509', '524', '551', '570', '589', '601', '624', '640', '685', '696', '750', '771', '801', '814', '829', '852', '874', '908', '918', '927', '944', '971', '983', '994', '1008', '1044', '1082', '1214', '1216', '3137', '3143', '3442', '3616', '3630', '3744', '3763', '3776', '3790', '3819', '3839', '3948', '3963', '3983', '3993', '4030', '4309', '4474', '4673', '4687', '4712', '4830', '4844', '4873', '4882', '4890', '5092', '5114', '5119', '5340', '5354', '5369', '5375', '5398', '5405', '5412', '5431', '5442', '5463', '5468', '5477', '5495', '5514', '5539', '5552', '5564', '5575', '5621', '5637', '5665', '5682', '5686', '5699', '5705', '5894', '5905', '5911', '5941', '6459']",['376'],[],[],[],[]
soon,[],[],[],[],"['32', '86', '90', '129', '150', '178', '205', '238', '267', '387', '397', '410', '416', '450', '477', '510', '525', '552', '571', '590', '602', '625', '641', '686', '697', '751', '772', '802', '815', '830', '853', '875', '909', '919', '928', '945', '972', '984', '995', '1009', '1045', '1083', '1215', '1217', '3138', '3144', '3443', '3617', '3631', '3745', '3764', '3777', '3791', '3820', '3840', '3949', '3964', '3984', '3994', '4031', '4310', '4475', '4674', '4688', '4713', '4831', '4845', '4874', '4883', '4891', '5093', '5115', '5120', '5141', '5341', '5355', '5370', '5376', '5399', '5406', '5413', '5432', '5443', '5464', '5469', '5478', '5496', '5515', '5540', '5553', '5565', '5576', '5622', '5638', '5666', '5683', '5687', '5700', '5706', '5895', '5906', '5912', '5942', '6460']",[],[],[],[],[]
fashion,[],[],[],[],"['33', '87', '239', '626', '687', '2797']",[],[],[],[],[]
inc,[],[],[],[],"['34', '88', '240', '688', '1697', '1709', '1719', '1813', '2348', '2462', '2494', '3078', '3260', '3264', '3482', '3565', '3576', '5071', '5081', '5170', '5245', '5328', '6086']",[],[],[],[],[]
judg,[],[],[],[],"['35', '1508', '1510', '1548', '2287', '2419', '4627', '6537', '6847', '6903']",[],[],[],[],"['65', '90', '102', '105']"
l,[],[],[],[],"['37', '2940', '3597', '3603', '6898']",[],"['124', '139', '153', '167', '170', '182', '187', '202', '208', '215', '268', '272', '282', '314', '317', '318', '333', '340', '341', '378', '466', '540', '556', '562', '566', '575', '593']","['268', '274', '278']",[],[]
jr,[],[],[],[],"['39', '6900']",[],[],[],[],[]
dba,[],[],[],[],"['40', '45', '118', '251', '675', '779']",[],[],[],[],[]
y,[],[],[],[],"['41', '46', '115', '119', '122', '152', '179', '206', '247', '252', '425', '436', '671', '676', '752', '775', '780', '804', '1033', '1039', '1052', '1063', '1202', '1207', '1221', '1225', '3133', '3139', '3435', '4878', '4886', '5088', '5110', '5335', '5351', '5362', '5384', '5392', '5416', '5424', '5444', '5458', '5465', '5479', '5498', '5508', '5536', '5547', '5558', '5587', '5597', '5608', '5628', '5650', '5661', '5678', '5695', '5701', '5716']",[],['414'],[],[],[]
plu,[],[],[],[],"['42', '116', '123', '153', '180', '207', '248', '426', '437', '672', '753', '776', '805', '1034', '1040', '1053', '1064', '1203', '1222', '3134', '3140', '3436', '4879', '4887', '5089', '5111', '5336', '5352', '5363', '5385', '5393', '5417', '5425', '5445', '5459', '5466', '5480', '5499', '5509', '5537', '5548', '5559', '5588', '5598', '5609', '5629', '5651', '5662', '5679', '5696', '5702', '5717']",[],[],[],[],[]
s,[],[],[],[],"['43', '48', '56', '63', '70', '243', '249', '254', '263', '673', '678', '777', '782', '1204', '1209', '1223', '1227']","['923', '981']","['163', '232']",[],[],[]
pru,[],[],[],[],"['47', '120', '253', '677', '781', '1208', '1226']",[],[],[],[],[]
respond,[],[],[],[],"['50', '84', '114', '236', '368', '508', '680', '684', '733', '865', '884', '975', '987', '996', '1035', '1054', '1081', '1114', '1120', '1151', '1167', '1168', '1185', '1200', '1260', '1263', '1265', '1273', '1279', '1281', '1285', '1306', '1323', '1343', '1347', '1372', '1378', '1395', '1408', '1414', '1422', '1424', '1467', '1478', '2069', '2089', '2109', '2182', '2189', '2192', '2255', '2257', '2304', '2322', '2333', '2568', '2576', '2586', '2594', '2630', '2637', '2678', '2682', '2687', '2697', '2725', '2757', '2776', '2778', '2792', '2808', '2816', '2818', '2821', '2829', '2831', '2843', '2863', '2871', '2880', '2888', '2893', '2904', '2910', '2929', '2957', '2972', '3045', '3047', '3056', '3068', '3535', '3588', '3629', '3647', '3670', '3723', '3781', '3856', '3864', '3891', '3961', '4046', '4054', '4065', '4125', '4488', '4534', '4726', '4776', '4884', '5086', '5101', '5333', '5390', '5422', '5454', '5491', '5506', '5534', '5570', '5603', '5669', '5927', '6232', '6343', '6349', '6351', '6364', '6383', '6384', '6408', '6450', '6499', '6516', '6640', '6649', '6656', '6676', '6686', '6697', '6708']",[],[],[],[],[]
order,[],[],[],[],"['51', '133', '156', '307', '364', '372', '506', '651', '758', '766', '788', '820', '926', '936', '943', '1023', '1066', '1073', '1087', '1154', '1319', '1464', '1482', '1607', '1674', '1724', '1819', '1939', '2253', '2307', '2561', '4628', '5208', '5755', '5758', '5774', '5800', '5810', '5899', '5922', '5968', '5971', '5981', '6485', '6637', '6694', '6893']",[],[],"['138', '241']","['59', '457']","['461', '506', '1116', '1431', '1469']"
grant,[],[],[],[],"['52', '68', '198', '646', '832', '861', '1011', '1027', '1047', '1067', '1155', '1608', '1675', '1725', '1820', '3012', '3833', '4027', '4470', '4709', '4869', '5711', '6663', '6705', '6721', '6846']",[],[],[],[],"['311', '780', '927', '1568', '1575']"
motion,[],[],[],[],"['57', '64', '71', '159', '200', '210', '271', '280', '286', '296', '297', '317', '331', '346', '353', '381', '548', '556', '649', '656', '721', '761', '763', '838', '841', '848', '863', '899', '903', '916', '957', '980', '989', '1029', '1049', '1111', '1238', '1241', '1250', '1262', '1267', '1290', '1299', '1310', '1332', '1405', '1426', '1433', '1472', '1491', '1613', '1677', '1728', '1825', '1969', '1978', '2055', '2148', '2159', '2275', '2289', '2336', '2368', '2374', '2852', '2861', '2912', '3118', '3513', '3835', '4029', '4472', '4711', '4871', '5713', '5727', '5749', '5870', '6264', '6314', '6321', '6331', '6379', '6539', '6561', '6598', '6602', '6607', '6645', '6660', '6702', '6713', '6718']",[],[],[],[],[]
summari,[],[],[],[],"['59', '201', '211', '272', '281', '287', '298', '347', '382', '1239', '1251', '1291', '1333', '1406', '1427', '1492', '1497', '1512', '1532', '1578', '1594', '1615', '1678', '1729', '1782', '1827', '1867', '1970', '2012', '2025', '2056', '2228', '2240', '2369', '2853', '2913', '3013', '3119', '3514', '3542', '3593', '3836', '5714', '5728', '5750', '6265', '6315', '6703']",[],"['122', '524', '550']",[],[],[]
decis,[],[],[],[],"['60', '212', '282', '299', '348', '383', '1240', '1252', '1292', '1334', '1407', '1428', '1493', '1498', '1513', '1533', '1595', '1623', '1625', '1632', '1679', '1730', '1783', '1818', '1828', '1868', '1907', '1921', '1938', '1971', '2026', '2057', '2241', '2451', '2854', '2914', '3005', '3164', '3515', '3837', '5715', '5729', '5751', '6266', '6316', '6704']",[],[],[],[],['1817']
deni,[],[],[],[],"['61', '208', '915', '1109', '1610', '1822', '2158', '2820', '6317', '6381', '6709', '6715']",[],[],[],[],[]
compel,[],[],[],[],"['66', '351', '354', '1242', '1268', '1300', '6322', '6332', '6357', '6380', '6599', '6714']",[],[],[],[],[]
substitut,[],[],[],[],"['73', '1434', '1471', '6603', '6608', '6644', '6661', '6719']",[],[],[],[],[]
counsel,[],[],[],[],"['74', '970', '1373', '1396', '1436', '1441', '1459', '2364', '2631', '2864', '2881', '6604', '6609', '6616', '6662', '6720']",[],[],[],[],[]
juli,[],[],[],[],"['75', '544', '653', '3610', '6730', '6768']",[],[],[],[],[]
introduct,[],[],[],[],['77'],[],[],[],[],[]
around,[],[],[],[],['81'],[],[],[],[],['219']
alleg,[],[],[],[],"['83', '473', '503', '523', '998', '1056', '1062', '1169', '1186', '1201', '1983', '2653', '3628', '3669', '3761', '3855', '3890', '4011', '4045', '4307', '4487', '4725', '5909', '6268']",[],[],[],[],"['680', '758', '767', '791', '956', '1653', '1811']"
violat,[],[],[],[],"['91', '125', '489', '512', '528', '533', '3656', '3681', '3821', '3875', '3900', '4074', '4504', '4743', '5762', '5765', '5777', '5793', '5805', '5830', '5837', '5858', '5863', '5880', '5884', '5947', '5992', '5996', '6013', '6030', '6036', '6043', '6052', '6164', '6179', '6187', '6197', '6207', '6217', '6312']",[],[],['125'],[],[]
ina,[],[],[],[],"['95', '109', '494', '518', '536', '3660', '3684', '3879', '3904', '4078', '4508', '4747', '5806', '5950', '5973']",[],[],[],[],[]
know,[],[],[],[],"['98', '484', '3620', '3650', '3675', '3700', '3715', '3747', '5766', '5794', '5801']",[],[],[],[],['841']
unauthor,[],[],[],[],"['99', '485', '3702', '3717', '3732', '3748', '5783', '5815', '6039', '6240', '6415', '6423', '6438', '6478']","['217', '422', '426']",[],['220'],[],[]
fail,[],[],[],[],"['103', '734', '1161', '1280', '1398', '2256', '2432', '2575', '2686', '2693', '2756', '2791', '2872', '2894', '3046', '3865', '3892', '4055', '4066', '4176', '4496', '4689', '4734', '4846', '6350', '6685']",[],[],[],[],['1635']
compli,[],[],[],[],"['104', '1101']","['244', '271', '827', '839', '877']",[],[],['103'],[]
elig,[],[],[],[],"['106', '530', '3868', '4213', '4372', '4411', '5998']",[],[],[],[],[]
verif,[],[],[],[],"['107', '531', '3869', '5991', '5999', '6029', '6050', '6311']",['405'],[],[],[],[]
seek,[],[],[],[],"['112', '1386', '2482', '2673', '2866', '3274', '5757', '5826', '5847', '5861', '6159', '6174', '6446', '6850']",[],[],[],[],"['110', '824']"
hold,[],[],[],[],"['113', '3485', '5014', '5549', '5584', '6097']",[],"['491', '499', '501', '509']",[],[],[]
respons,[],[],[],[],"['124', '355', '366', '369', '692', '836', '1218', '1243', '1288', '1297', '1308', '1349', '1354', '1420', '1470', '1480', '1987', '2249', '2302', '2310', '2320', '2334', '2356', '2566', '2614', '2638', '2701', '2726', '2737', '4902', '5118', '5685', '6323', '6333', '6358', '6372', '6374', '6575', '6588', '6643', '6651']","['269', '319']",['135'],[],[],[]
actual,[],[],[],[],"['126', '3227']","['60', '990', '1005']",[],[],[],"['1398', '1465']"
commit,[],[],[],[],"['127', '526']",[],[],[],[],[]
main,[],[],[],[],['131'],[],[],[],[],[]
issu,[],[],[],[],"['132', '138', '169', '187', '1076', '1316', '1527', '1562', '1732', '1756', '1790', '1852', '1995', '2478', '2657', '3153', '3293', '3316', '3509', '3524', '3810', '4005', '4458', '4577', '4697', '4857', '5672', '5676', '5725', '5900', '6571', '6584', '6724', '6750', '6795', '6883']",['949'],[],[],[],[]
whether,[],[],[],[],"['134', '142', '825', '1077', '1326', '1593', '1754', '3154', '3165', '3519', '4979', '5127', '5281', '5288', '5677', '5878', '6037', '6747']",[],[],[],[],"['1521', '1566', '1572', '1727']"
demonstr,[],[],[],[],"['136', '144', '167', '185', '1787', '3521', '3807', '4686', '4843', '5690', '5882', '6214', '6299']",[],[],[],[],[]
genuin,[],[],[],[],"['137', '168', '186', '1526', '1735', '1755', '1789', '1851', '1994', '3523', '3794', '3809', '4004', '4135', '4457', '4546', '4696', '4788', '4856', '5220', '5671', '5929', '6504', '6527']",[],[],[],[],[]
entitl,[],[],[],[],"['145', '172', '269', '660', '1286', '1295', '1468', '1531', '1805', '3527', '3813', '4021', '4465', '4704', '4864', '5691', '6300', '6484', '6641']",[],[],[],[],['761']
judgment,[],[],[],[],"['146', '173', '273', '288', '333', '723', '749', '843', '923', '940', '991', '1579', '1806', '2013', '2229', '2370', '2867', '3014', '3120', '3528', '3543', '3594', '3814', '4022', '4466', '4705', '4865', '5692', '6062']",[],[],[],[],[]
matter,[],[],[],[],"['147', '174', '454', '1522', '1807', '2029', '2263', '2279', '2869', '2964', '3016', '3038', '3168', '3170', '3204', '3305', '3529', '3815', '4023', '4467', '4706', '4866', '5000', '5693', '6398', '6406', '6554', '6678', '6792']",[],[],[],[],[]
andor,[],[],[],[],"['151', '516', '694', '1206', '2096', '2184', '2272', '2394', '3709', '3966', '4014', '5482']","['428', '770']",[],[],[],[]
dispos,[],[],[],[],['157'],[],[],"['146', '159']",[],[]
outstand,[],[],[],[],['158'],[],[],[],[],[]
reason,[],[],[],[],"['161', '1085', '1376', '1764', '2325', '2574', '2790', '6655', '6691']",['806'],[],[],"['24', '590', '787']","['639', '673', '1403', '1487', '1528']"
detail,[],[],[],[],['163'],[],[],[],['440'],[]
liabil,[],[],[],[],"['176', '203', '695', '1219', '3508', '3615', '3841', '4032', '4476', '4714', '4875', '4877', '4904', '4939', '4986', '5030', '5121', '5147', '5198', '5216', '5688', '5707', '5718', '6570', '6707']",[],[],[],[],['759']
penalti,[],[],[],[],"['192', '216', '1930', '5724', '5735', '5781', '5813', '5828', '5851', '5867', '5875', '6008', '6028', '6049', '6065', '6107', '6135', '6143', '6148', '6162', '6175', '6177', '6195', '6205', '6228', '6255', '6273', '6277', '6282', '6295', '6304', '6318', '6429', '6447', '6583', '6711', '6726', '6749', '6754', '6766', '6882']",[],[],[],[],[]
warrant,[],[],[],[],"['194', '6229', '6269', '6281', '6430']",[],[],[],[],[]
decision,[],[],[],[],['202'],[],[],[],[],[]
civil,[],[],[],[],"['214', '291', '1554', '1574', '1929', '2003', '2224', '2404', '2544', '5733', '5779', '5811', '5849', '6006', '6026', '6047', '6105', '6160', '6193', '6203', '6226', '6271', '6293', '6302', '6427']",[],[],[],[],[]
money,[],[],[],[],"['215', '5734', '5780', '5812', '5850', '6007', '6027', '6048', '6106', '6161', '6194', '6204', '6227', '6272', '6294', '6303', '6428']",[],[],[],[],[]
ass,[],[],[],[],"['217', '2941']",[],[],[],[],"['847', '942']"
procedur,[],[],[],[],"['221', '278', '292', '1502', '1538', '1555', '1575', '1895', '2004', '2225', '2405', '2545', '2556', '6739']",[],[],[],['558'],[]
histori,[],[],[],[],"['222', '6041', '6215']",[],[],[],[],[]
natur,[],[],[],[],"['226', '5314']",[],[],['171'],[],['33']
serv,[],[],[],[],"['230', '507', '813', '828', '1007', '1080', '1131', '1257', '1272', '1367', '2086', '2094', '2174', '2187', '2193', '2492', '3590', '5636', '6330', '6342', '6376', '6667']",[],[],[],[],[]
notic,[],[],[],[],"['231', '967', '1454', '1524', '5225', '6488', '6611']",['885'],[],[],[],"['666', '1060', '1212', '1395', '1481', '1554', '1592']"
intent,[],[],[],[],['232'],[],[],[],[],[]
fine,[],[],[],[],['233'],[],[],[],[],[]
nif,[],[],[],[],"['234', '474', '812', '826', '1003', '1078', '1188', '5635', '5654']",[],[],[],[],[]
mrs,[],[],[],[],['241'],[],[],[],[],[]
sung,[],[],[],[],"['244', '259', '264', '406', '423', '834', '2605', '2624', '3774', '5573', '5606']",[],[],[],[],[]
premis,[],[],[],[],"['246', '604']",[],[],[],[],[]
shofi,[],[],[],[],"['256', '308', '314', '420']",[],[],[],[],[]
decl,[],[],[],[],"['257', '309', '421']",[],[],[],[],[]
husband,[],[],[],[],['260'],[],[],[],[],[]
list,[],[],[],[],"['265', '424', '482', '623', '632', '817', '3727', '3974', '4154', '4201', '4203', '4219', '4227', '4230', '4258', '4262', '4264', '4276', '4278', '4292', '4296', '4315', '4366', '4374', '4387', '4393', '4406', '4413', '4434', '4437', '4564', '4634', '4654', '4823', '6412', '6418', '6670', '6772', '6775', '6832']","['28', '288', '559', '597', '668']",[],['189'],"['432', '442', '455', '462', '478', '504', '524']",[]
file,[],[],[],[],"['270', '460', '547', '655', '704', '707', '720', '728', '790', '835', '855', '877', '883', '929', '947', '953', '966', '974', '1116', '1121', '1134', '1164', '1237', '1287', '1296', '1307', '1348', '1432', '1469', '1479', '2009', '2361', '2851', '3008', '5426', '5630', '6597', '6606', '6642', '6650', '6733', '6770', '6809']",['646'],"['237', '248', '308', '395', '400', '482']",[],[],"['108', '546', '603', '685', '686', '815']"
practic,[],[],[],[],"['277', '1501', '1545', '1894', '1914', '1928', '2389', '5142']",['920'],[],[],[],[]
cfr,[],[],[],[],"['284', '744', '1146', '1303', '1345', '1475', '1534', '1998', '2075', '2099', '2211', '2277', '2563', '3687', '3925', '3940', '4102', '4119', '4238', '4382', '4401', '4421', '4529', '4642', '4772', '6404', '6821']",['865'],[],"['61', '88', '96', '99', '117', '196']",[],[]
treat,[],[],[],[],"['294', '2332', '2353', '5952']",[],[],[],[],[]
abbrevi,[],[],[],[],['304'],[],[],[],[],[]
throughout,[],[],[],[],['306'],"['130', '811']",[],[],[],[]
declar,[],[],[],[],['310'],[],[],[],[],[]
agent,[],[],[],[],['312'],[],[],[],[],"['460', '466']"
john,[],[],[],[],['313'],[],[],[],[],[]
attach,[],[],[],[],"['315', '379', '1261', '1353', '2247', '3784', '4129', '4539', '4593', '4781', '6373', '6482', '6501', '6671']",[],"['246', '438']",['232'],[],[]
complaint,[],[],[],[],"['319', '322', '326', '341', '462', '471', '580', '658', '663', '706', '711', '718', '742', '818', '871', '880', '882', '889', '913', '931', '949', '959', '977', '982', '999', '1004', '1031', '1119', '1124', '1172', '3626', '3762', '3947', '3955', '4308', '5722', '5740', '5760', '6182', '6260', '6307']",[],[],[],[],['605']
compl,[],[],[],[],"['320', '324', '338', '500', '519', '541', '1176', '1195', '1233', '3665', '3884', '3960', '4083', '4513', '4753', '5840', '6169']",[],[],[],[],[]
origin,[],[],[],[],"['321', '879', '912', '1964']",[],['10'],[],[],[]
mot,[],[],[],[],"['328', '343', '350', '575', '730', '1069', '1157', '5743', '6356', '6633']",[],[],[],[],[]
default,[],[],[],[],"['329', '332', '722', '731', '748', '764', '842', '849', '900', '910', '922', '939', '990', '1112', '3587']",[],[],[],[],[]
request,[],[],[],[],"['356', '374', '377', '392', '432', '452', '620', '1013', '1244', '1258', '1275', '1283', '1330', '1358', '1364', '1381', '1403', '1417', '1781', '2052', '2063', '2065', '2084', '2102', '2150', '2161', '2175', '2186', '2198', '2244', '2259', '2313', '2316', '2327', '2355', '2357', '2379', '2399', '2578', '2589', '2591', '2599', '2603', '2609', '2640', '2681', '2689', '2694', '2727', '2759', '2773', '2780', '2788', '2795', '2809', '2812', '2819', '2826', '2833', '2844', '2859', '2874', '2884', '2907', '2930', '3010', '3042', '3048', '3058', '3064', '3084', '3109', '3124', '3132', '3147', '3166', '3186', '3215', '3221', '3249', '3273', '3281', '3325', '3346', '3354', '3361', '3427', '3433', '3462', '3536', '3740', '3752', '3769', '3786', '3797', '3978', '4133', '4141', '4274', '4290', '4433', '4544', '4551', '4580', '4786', '4793', '4894', '5097', '5344', '5641', '5646', '5738', '5856', '5866', '5877', '5917', '5934', '5957', '5986', '6192', '6220', '6246', '6275', '6292', '6305', '6324', '6334', '6345', '6353', '6360', '6367', '6387', '6393', '6468', '6495', '6510', '6579', '6590', '6654', '6681', '6687']",['181'],[],[],"['592', '789']",[]
product,[],[],[],[],"['357', '1245', '1277', '1365', '1668', '5462', '5470', '5562', '6325', '6335', '6347', '6368', '6388', '6394', '6578', '6591']",[],[],['173'],[],"['317', '1516', '1545']"
document,[],[],[],[],"['358', '659', '1136', '1246', '1276', '1366', '1931', '2600', '2610', '2789', '2804', '3783', '4200', '4221', '4229', '4232', '4260', '4368', '4376', '4389', '4395', '4408', '4415', '4448', '4454', '4562', '4571', '4584', '4595', '4606', '4636', '5931', '6326', '6336', '6346', '6369', '6389', '6395', '6483', '6518', '6577', '6592', '6665', '6811']","['565', '732', '901']","['240', '394']",[],[],[]
interrogatori,[],[],[],[],"['360', '1248', '1274', '1363', '6328', '6338', '6344', '6366', '6386', '6392', '6576', '6589']",[],[],[],[],[]
sco,[],[],[],[],"['361', '367', '1320', '1350', '1394', '1421', '2303', '2321', '2335', '2567', '2615', '2837', '2902', '6375']",[],[],[],[],[]
caus,[],[],[],[],"['363', '371', '1318', '1337', '2252', '2685', '4988', '6487', '6842']",['1034'],[],['181'],[],"['747', '881', '903', '1470']"
r,[],[],[],[],"['365', '1419', '1860', '2020', '2080', '2297', '2319', '2411', '2444', '2613', '3178', '3197', '3208', '3239', '3297', '6549']",[],"['25', '32', '35', '58', '75', '90', '159', '174', '178', '192', '200', '228', '233', '264', '312', '321', '327', '332', '348', '350', '392', '409', '450', '469', '471', '474', '495', '505', '507', '530', '541', '544', '564', '570', '571', '577', '580', '581', '585', '587', '590', '595', '597']",[],[],[]
admiss,[],[],[],[],"['375', '378', '393', '433', '1259', '1331', '1340', '1359', '1404', '2008', '2053', '2064', '2066', '2085', '2107', '2162', '2176', '2199', '2245', '2260', '2266', '2270', '2293', '2317', '2340', '2358', '2396', '2400', '2431', '2454', '2579', '2690', '2728', '2760', '2781', '2810', '2813', '2827', '2834', '2875', '2891', '2908', '2931', '2975', '3011', '3041', '3043', '3059', '3085', '3110', '3125', '3148', '3187', '3250', '3304', '3347', '3428', '3537', '3741', '3753', '3770', '3787', '3798', '3979', '4134', '4142', '4545', '4552', '4787', '4794', '4895', '5098', '5345', '5455', '5642', '5647', '5670', '5918', '5935', '5958', '5987', '6221', '6247', '6402', '6469', '6472', '6496', '6511', '6543', '6565', '6682', '6700']",[],[],[],[],[]
incorpor,[],[],[],[],"['385', '389', '427', '429', '3765', '3779', '3793', '3995', '4311', '4675', '4832', '5427', '5631', '5653']",['855'],[],[],[],[]
certif,[],[],[],[],"['388', '428', '1127', '3778', '3792', '5652', '6672']",[],[],[],[],[]
ex,[],[],[],[],"['394', '403', '434', '443', '3771', '5648', '5919', '5923', '5959', '5988', '6222']",[],[],[],[],[]
